name,ratings_average,ratings_count,acidity,fizziness,sweetness,tannin
Pommard 1er Cru Les Rugiens-Bas,4.3,592,3.80164,0.0,1.7258958,2.2637491
Volnay 1er Cru Les Caillerets,4.3,591,3.960021,0.0,1.3621588,2.2771854
Maggiarino Vino Nobile di Montepulciano,4.3,555,3.783131,0.0,1.4602276,3.5565088
Vosne-Romanée Premier Cru Les Suchots,4.3,522,4.182564,0.0,1.5834846,3.0134473
Vosne-Romanée 'Les Quartiers de Nuits',4.3,511,4.1826763,0.0,1.5785497,2.6758735
Maria Adelaide Barbaresco,4.3,501,4.516188,0.0,1.2309568,3.9611266
Clos de Vougeot Grand Cru,4.3,467,4.235216,0.0,1.600036,2.5358272
Puligny-Montrachet Premier Cru Clos du Cailleret,4.3,395,3.3434565,0.0,1.6569368,3.3338401
Echezeaux Grand Cru,4.3,338,4.371414,0.0,2.1185365,2.6541462
Charmes-Chambertin Grand Cru,4.3,331,4.151119,0.0,2.112612,2.8895671
Winemaker's Selection,4.3,292,4.436117,0.0,2.2873857,3.8425384
Meursault 1er Cru 'Charmes',4.3,242,3.2378836,0.0,2.0078254,3.3338401
Annonciade Champagne,4.3,137,4.438599,4.4067063,1.7896918,3.3338401
Malbec,4.2,33640,2.717778,0.0,2.1518486,2.6998742
Margaux (Grand Cru Classé),4.2,15699,4.198862,0.0,1.5161626,3.8464792
Châteauneuf-du-Pape,4.2,13917,3.0795522,0.0,1.5521207,2.8783433
Bolgheri Superiore Sondraia,4.2,12843,3.4810367,0.0,1.715733,3.9485788
Pomerol,4.2,11645,3.405894,0.0,1.6605253,3.5517805
Montepulciano d'Abruzzo,4.2,10110,3.902051,0.0,1.6370007,3.0102289
Colheita Port,4.2,8039,3.0321395,0.0,4.62602,3.3338401
Toscana,4.2,7434,3.1144364,0.0,1.7960262,3.1184175
Kevin Arnold Shiraz,4.2,6987,3.2652426,0.0,1.6196365,3.0410163
La Chapelle de La Mission Haut-Brion Pessac-Léognan,4.2,6754,4.1492968,0.0,1.572223,4.1879635
Solare Toscana,4.2,4961,3.1583757,0.0,1.7018968,3.0380645
Aile d'Argent Blanc Bordeaux,4.2,4790,2.8267791,0.0,2.2246108,3.3338401
Rioja 150 Aniversario,4.2,4642,3.7774308,0.0,1.5425923,3.6425138
Carabantes Syrah,4.2,4523,2.6460416,0.0,1.8499508,2.9519954
Châteauneuf-du-Pape Chaupin,4.2,4483,3.0871341,0.0,2.0042584,2.9245813
Conde de Superunda,4.2,3237,3.5956354455095862,0.0,1.7896918,3.3338401
Valdegines,4.2,2594,3.473707,0.0,1.734133,3.8617196
Chafandin,4.2,2570,3.8019114,0.0,1.7626926,3.6940742
Cresasso Corvina Veronese,4.2,2333,2.2652118,0.0,2.041686,2.8751512
Primitivo di Manduria,4.2,2011,1.9416709,0.0,2.9288273,2.0256343
Barolo Cerretta,4.2,1921,4.6620226,0.0,1.4805793,4.3894467
Barolo Cannubi,4.2,1801,4.520639,0.0,1.5111234,4.381315
Brunello di Montalcino,4.2,1598,3.8934152,0.0,1.5823619,3.6899064
La Ricolma,4.2,1525,3.1633458,0.0,1.7745955,3.0506861
Vieilles Vignes Meursault,4.2,1426,3.191122,0.0,1.5745195,3.3338401
Linticlarus Lagrein Riserva,4.2,1387,2.468318,0.0,2.2673337,2.9161847
Barolo Monvigliero,4.2,1163,4.5930014,0.0,1.4851469,4.4151855
Cuvée Kermesse Rosso,4.2,1153,2.518945,0.0,2.133003,3.090991
Amarone Della Valpolicella Marta Galli,4.2,1085,2.306526,0.0,3.2036428,2.1693032
Old Vines Malbec,4.2,667,3.0245454,0.0,2.0272782,3.062966
Chambolle-Musigny Les Baudes,4.2,525,4.360476,0.0,1.5560156,2.7171526
Pochi Filagn Barbera d'Alba,4.2,410,3.643069,0.0,1.8643643,2.29063
Cuvée Extase Blanc de Blancs Champagne Grand Cru,4.2,231,4.2562604,4.04456,1.7896918,3.3338401
Capellanía Reserva,4.1,7314,3.2488387,0.0,2.006711,3.3338401
Clos des Porrets Nuits-Saint-Georges 1er Cru,4.1,3063,4.1547327,0.0,1.5853559,2.77446
Red,4.1,1297,3.5956354455095862,0.0,1.7896918,3.3338401
Nuits-Saint-Georges 1er Cru Les Damodes,4.1,793,4.160488,0.0,1.6620766,2.8115623
